"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043277","apoptotic cell clearance","1/1","45/25615",0.0222222222222222,569.222222222222,23.8374122383748,0.00175678313488192,0.0117415576810462,NA,"Axl",1
"GO:0032814","regulation of natural killer cell activation","1/1","47/25615",0.0212765957446809,545,23.3238075793812,0.00183486238532116,0.0117415576810462,NA,"Axl",1
"GO:0097028","dendritic cell differentiation","1/1","49/25615",0.0204081632653061,522.755102040816,22.8419592426047,0.00191294163576028,0.0117415576810462,NA,"Axl",1
"GO:0048806","genitalia development","1/1","51/25615",0.0196078431372549,502.254901960784,22.3887226513882,0.0019910208861994,0.0117415576810462,NA,"Axl",1
"GO:0001974","blood vessel remodeling","1/1","62/25615",0.0161290322580645,413.145161290323,20.3013586070076,0.00242045676361502,0.0117415576810462,NA,"Axl",1
"GO:0048524","positive regulation of viral process","1/1","62/25615",0.0161290322580645,413.145161290323,20.3013586070076,0.00242045676361502,0.0117415576810462,NA,"Axl",1
"GO:0001961","positive regulation of cytokine-mediated signaling pathway","1/1","66/25615",0.0151515151515152,388.106060606061,19.6750110700365,0.00257661526449349,0.0117415576810462,NA,"Axl",1
"GO:0032720","negative regulation of tumor necrosis factor production","1/1","71/25615",0.0140845070422535,360.774647887324,18.9677264817722,0.00277181339059152,0.0117415576810462,NA,"Axl",1
"GO:2000107","negative regulation of leukocyte apoptotic process","1/1","71/25615",0.0140845070422535,360.774647887324,18.9677264817722,0.00277181339059152,0.0117415576810462,NA,"Axl",1
"GO:0060760","positive regulation of response to cytokine stimulus","1/1","72/25615",0.0138888888888889,355.763888888889,18.8351769009184,0.00281085301581085,0.0117415576810462,NA,"Axl",1
"GO:0021885","forebrain cell migration","1/1","73/25615",0.0136986301369863,350.890410958904,18.7053578142441,0.00284989264103064,0.0117415576810462,NA,"Axl",1
"GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","1/1","73/25615",0.0136986301369863,350.890410958904,18.7053578142441,0.00284989264103064,0.0117415576810462,NA,"Axl",1
"GO:0070301","cellular response to hydrogen peroxide","1/1","82/25615",0.0121951219512195,312.378048780488,17.645907422983,0.00320124926800713,0.0126818721001821,NA,"Axl",1
"GO:0042698","ovulation cycle","1/1","87/25615",0.0114942528735632,294.425287356322,17.1296610403219,0.00339644739410505,0.0129568178367711,NA,"Axl",1
"GO:0030168","platelet activation","1/1","105/25615",0.00952380952380952,243.952380952381,15.5869298116204,0.00409916064805771,0.0134760565758025,NA,"Axl",1
"GO:0034446","substrate adhesion-dependent cell spreading","1/1","107/25615",0.00934579439252336,239.392523364486,15.4399651348209,0.00417723989849683,0.0134760565758025,NA,"Axl",1
"GO:2000106","regulation of leukocyte apoptotic process","1/1","109/25615",0.00917431192660551,235,15.2970585407784,0.00425531914893618,0.0134760565758025,NA,"Axl",1
"GO:0046718","symbiont entry into host cell","1/1","111/25615",0.00900900900900901,230.765765765766,15.1580264469279,0.00433339839937508,0.0134760565758025,NA,"Axl",1
"GO:0030101","natural killer cell activation","1/1","113/25615",0.00884955752212389,226.681415929204,15.0226966929777,0.00441147764981453,0.0134760565758025,NA,"Axl",1
"GO:0044409","symbiont entry into host","1/1","114/25615",0.0087719298245614,224.69298245614,14.9563692939209,0.0044505172750342,0.0134760565758025,NA,"Axl",1
"GO:0042542","response to hydrogen peroxide","1/1","120/25615",0.00833333333333333,213.458333333333,14.5759505121736,0.00468475502635179,0.0134760565758025,NA,"Axl",1
"GO:0032609","type II interferon production","1/1","124/25615",0.00806451612903226,206.572580645161,14.3378025040507,0.00484091352723004,0.0134760565758025,NA,"Axl",1
"GO:0032649","regulation of type II interferon production","1/1","124/25615",0.00806451612903226,206.572580645161,14.3378025040507,0.00484091352723004,0.0134760565758025,NA,"Axl",1
"GO:1903900","regulation of viral life cycle","1/1","124/25615",0.00806451612903226,206.572580645161,14.3378025040507,0.00484091352723004,0.0134760565758025,NA,"Axl",1
"GO:0001776","leukocyte homeostasis","1/1","133/25615",0.0075187969924812,192.593984962406,13.8417479012734,0.00519227015420654,0.0139191279148335,NA,"Axl",1
"GO:0045621","positive regulation of lymphocyte differentiation","1/1","142/25615",0.00704225352112676,180.387323943662,13.3935553137941,0.00554362678118303,0.0139191279148335,NA,"Axl",1
"GO:0071887","leukocyte apoptotic process","1/1","144/25615",0.00694444444444444,177.881944444444,13.2996971561177,0.00562170603162193,0.0139191279148335,NA,"Axl",1
"GO:0050792","regulation of viral process","1/1","157/25615",0.00636942675159236,163.152866242038,12.7339257985131,0.00612922115947689,0.0139191279148335,NA,"Axl",1
"GO:0051701","biological process involved in interaction with host","1/1","158/25615",0.00632911392405063,162.120253164557,12.6933152944594,0.00616826078469657,0.0139191279148335,NA,"Axl",1
"GO:0034614","cellular response to reactive oxygen species","1/1","160/25615",0.00625,160.09375,12.6132370944179,0.00624634003513558,0.0139191279148335,NA,"Axl",1
"GO:0044403","biological process involved in symbiotic interaction","1/1","173/25615",0.00578034682080925,148.063583815029,12.1269775218324,0.00675385516299043,0.0139191279148335,NA,"Axl",1
"GO:0001959","regulation of cytokine-mediated signaling pathway","1/1","175/25615",0.00571428571428571,146.371428571429,12.0570074467684,0.00683193441342955,0.0139191279148335,NA,"Axl",1
"GO:0051250","negative regulation of lymphocyte activation","1/1","176/25615",0.00568181818181818,145.539772727273,12.0224694937135,0.00687097403864911,0.0139191279148335,NA,"Axl",1
"GO:0046660","female sex differentiation","1/1","177/25615",0.00564971751412429,144.717514124294,11.9882239770657,0.00691001366386879,0.0139191279148335,NA,"Axl",1
"GO:0060759","regulation of response to cytokine stimulus","1/1","185/25615",0.00540540540540541,138.459459459459,11.7243106176636,0.00722233066562539,0.0139191279148335,NA,"Axl",1
"GO:0034101","erythrocyte homeostasis","1/1","187/25615",0.0053475935828877,136.978609625668,11.6609866488933,0.00730040991606484,0.0139191279148335,NA,"Axl",1
"GO:0032640","tumor necrosis factor production","1/1","199/25615",0.0050251256281407,128.718592964824,11.3012651046166,0.00776888541869991,0.0139191279148335,NA,"Axl",1
"GO:0032680","regulation of tumor necrosis factor production","1/1","199/25615",0.0050251256281407,128.718592964824,11.3012651046166,0.00776888541869991,0.0139191279148335,NA,"Axl",1
"GO:0007596","blood coagulation","1/1","202/25615",0.00495049504950495,126.806930693069,11.2163688729049,0.00788600429435871,0.0139191279148335,NA,"Axl",1
"GO:0071706","tumor necrosis factor superfamily cytokine production","1/1","202/25615",0.00495049504950495,126.806930693069,11.2163688729049,0.00788600429435871,0.0139191279148335,NA,"Axl",1
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","1/1","202/25615",0.00495049504950495,126.806930693069,11.2163688729049,0.00788600429435871,0.0139191279148335,NA,"Axl",1
"GO:0045807","positive regulation of endocytosis","1/1","204/25615",0.00490196078431373,125.563725490196,11.1608120443898,0.00796408354479783,0.0139191279148335,NA,"Axl",1
"GO:0007599","hemostasis","1/1","205/25615",0.0048780487804878,124.951219512195,11.1333382016444,0.0080031231700175,0.0139191279148335,NA,"Axl",1
"GO:0050817","coagulation","1/1","205/25615",0.0048780487804878,124.951219512195,11.1333382016444,0.0080031231700175,0.0139191279148335,NA,"Axl",1
"GO:0002695","negative regulation of leukocyte activation","1/1","206/25615",0.00485436893203883,124.344660194175,11.1060641180472,0.00804216279523706,0.0139191279148335,NA,"Axl",1
"GO:1902107","positive regulation of leukocyte differentiation","1/1","218/25615",0.00458715596330275,117.5,10.7935165724615,0.00851063829787246,0.0139191279148335,NA,"Axl",1
"GO:1903708","positive regulation of hemopoiesis","1/1","218/25615",0.00458715596330275,117.5,10.7935165724615,0.00851063829787246,0.0139191279148335,NA,"Axl",1
"GO:0001764","neuron migration","1/1","219/25615",0.0045662100456621,116.963470319635,10.7686336329004,0.00854967792309203,0.0139191279148335,NA,"Axl",1
"GO:0000302","response to reactive oxygen species","1/1","221/25615",0.00452488687782805,115.904977375566,10.7193739264738,0.00862775717353126,0.0139191279148335,NA,"Axl",1
"GO:0045619","regulation of lymphocyte differentiation","1/1","222/25615",0.0045045045045045,115.382882882883,10.6949933559064,0.00866679679875082,0.0139191279148335,NA,"Axl",1
"GO:0043524","negative regulation of neuron apoptotic process","1/1","223/25615",0.00448430493273543,114.865470852018,10.6707764877734,0.00870583642397027,0.0139191279148335,NA,"Axl",1
"GO:0050866","negative regulation of cell activation","1/1","225/25615",0.00444444444444444,113.844444444444,10.6228265750903,0.0087839156744095,0.0139191279148335,NA,"Axl",1
"GO:0002262","myeloid cell homeostasis","1/1","229/25615",0.00436681222707424,111.855895196507,10.5288126204481,0.00894007417528786,0.013951933940222,NA,"Axl",1
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","1/1","233/25615",0.00429184549356223,109.935622317597,10.4372229217161,0.00909623267616633,0.0139555177917353,NA,"Axl",1
"GO:0048771","tissue remodeling","1/1","236/25615",0.00423728813559322,108.53813559322,10.3700595752011,0.00921335155182523,0.0139555177917353,NA,"Axl",1
"GO:0006909","phagocytosis","1/1","254/25615",0.00393700787401575,100.846456692913,9.99231988543768,0.00991606480577778,0.014763113131257,NA,"Axl",1
"GO:0019058","viral life cycle","1/1","257/25615",0.00389105058365759,99.6692607003891,9.93324019141736,0.0100331836814368,0.014763113131257,NA,"Axl",1
"GO:0048469","cell maturation","1/1","262/25615",0.00381679389312977,97.7671755725191,9.83703083112578,0.0102283818075345,0.014838356706705,NA,"Axl",1
"GO:0034599","cellular response to oxidative stress","1/1","272/25615",0.00367647058823529,94.1727941176471,9.65260556107246,0.0106187780597305,0.015190751946559,NA,"Axl",1
"GO:0016032","viral process","1/1","311/25615",0.00321543408360129,82.3633440514469,9.02016319428019,0.0121413234432949,0.0168625994093681,NA,"Axl",1
"GO:0071222","cellular response to lipopolysaccharide","1/1","311/25615",0.00321543408360129,82.3633440514469,9.02016319428019,0.0121413234432949,0.0168625994093681,NA,"Axl",1
"GO:0071219","cellular response to molecule of bacterial origin","1/1","319/25615",0.00313479623824451,80.2978056426332,8.9049315349773,0.0124536404450516,0.0168625994093681,NA,"Axl",1
"GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","1/1","326/25615",0.00306748466257669,78.5736196319018,8.80758875242832,0.012726917821589,0.0168625994093681,NA,"Axl",1
"GO:0001818","negative regulation of cytokine production","1/1","331/25615",0.00302114803625378,77.3867069486405,8.73994890995597,0.0129221159476868,0.0168625994093681,NA,"Axl",1
"GO:0043523","regulation of neuron apoptotic process","1/1","332/25615",0.00301204819277108,77.1536144578313,8.72660383298287,0.0129611555729066,0.0168625994093681,NA,"Axl",1
"GO:0071695","anatomical structure maturation","1/1","335/25615",0.00298507462686567,76.4626865671642,8.68692618635408,0.0130782744485654,0.0168625994093681,NA,"Axl",1
"GO:0051251","positive regulation of lymphocyte activation","1/1","338/25615",0.0029585798816568,75.7840236686391,8.64777564860693,0.013195393324224,0.0168625994093681,NA,"Axl",1
"GO:0071216","cellular response to biotic stimulus","1/1","347/25615",0.00288184438040346,73.8184438040346,8.53337235822008,0.0135467499512004,0.0168625994093681,NA,"Axl",1
"GO:0048511","rhythmic process","1/1","357/25615",0.00280112044817927,71.750700280112,8.41134354785917,0.0139371462033963,0.0168625994093681,NA,"Axl",1
"GO:1902105","regulation of leukocyte differentiation","1/1","357/25615",0.00280112044817927,71.750700280112,8.41134354785917,0.0139371462033963,0.0168625994093681,NA,"Axl",1
"GO:0062197","cellular response to chemical stress","1/1","360/25615",0.00277777777777778,71.1527777777778,8.37572550754726,0.0140542650790553,0.0168625994093681,NA,"Axl",1
"GO:0030100","regulation of endocytosis","1/1","367/25615",0.00272479564032698,69.7956403269755,8.2943137345398,0.0143275424555925,0.0168625994093681,NA,"Axl",1
"GO:0007548","sex differentiation","1/1","371/25615",0.00269541778975741,69.0431266846361,8.24882577611118,0.0144837009564708,0.0168625994093681,NA,"Axl",1
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","1/1","374/25615",0.00267379679144385,68.4893048128342,8.21518744842954,0.0146008198321296,0.0168625994093681,NA,"Axl",1
"GO:0002696","positive regulation of leukocyte activation","1/1","376/25615",0.00265957446808511,68.125,8.19298480408697,0.0146788990825688,0.0168625994093681,NA,"Axl",1
"GO:0048608","reproductive structure development","1/1","380/25615",0.00263157894736842,67.4078947368421,8.14910392232435,0.0148350575834473,0.0168625994093681,NA,"Axl",1
"GO:0050878","regulation of body fluid levels","1/1","385/25615",0.0025974025974026,66.5324675324675,8.0952126304667,0.0150302557095451,0.0168625994093681,NA,"Axl",1
"GO:0061458","reproductive system development","1/1","385/25615",0.0025974025974026,66.5324675324675,8.0952126304667,0.0150302557095451,0.0168625994093681,NA,"Axl",1
"GO:0051402","neuron apoptotic process","1/1","389/25615",0.0025706940874036,65.8483290488432,8.05284602167725,0.0151864142104235,0.0168625994093681,NA,"Axl",1
"GO:0031589","cell-substrate adhesion","1/1","390/25615",0.00256410256410256,65.6794871794872,8.04235582273547,0.015225453835643,0.0168625994093681,NA,"Axl",1
"GO:0050867","positive regulation of cell activation","1/1","401/25615",0.00249376558603491,63.8778054862843,7.92955266621543,0.0156548897130587,0.0171537621323941,NA,"Axl",1
"GO:0042060","wound healing","1/1","421/25615",0.00237529691211401,60.8432304038005,7.73584063976246,0.0164356822174505,0.0178016624373739,NA,"Axl",1
"GO:0021700","developmental maturation","1/1","425/25615",0.00235294117647059,60.2705882352941,7.698739392608,0.0165918407183291,0.0178016624373739,NA,"Axl",1
"GO:0048872","homeostasis of number of cells","1/1","439/25615",0.00227790432801822,58.3485193621868,7.57288051947123,0.0171383954714034,0.0179933238297479,NA,"Axl",1
"GO:0032496","response to lipopolysaccharide","1/1","443/25615",0.00225733634311512,57.8216704288939,7.53801501914754,0.017294553972282,0.0179933238297479,NA,"Axl",1
"GO:1903706","regulation of hemopoiesis","1/1","443/25615",0.00225733634311512,57.8216704288939,7.53801501914754,0.017294553972282,0.0179933238297479,NA,"Axl",1
"GO:0006979","response to oxidative stress","1/1","451/25615",0.00221729490022173,56.7960088691796,7.46967260789786,0.0176068709740386,0.0181350771032597,NA,"Axl",1
"GO:0002237","response to molecule of bacterial origin","1/1","459/25615",0.00217864923747277,55.8061002178649,7.40311422428865,0.0179191879757956,0.0182740233812569,NA,"Axl",1
"GO:0030098","lymphocyte differentiation","1/1","474/25615",0.00210970464135021,54.0400843881857,7.28286237602947,0.0185047823540897,0.0186862017889337,NA,"Axl",1
"GO:0030900","forebrain development","1/1","481/25615",0.00207900207900208,53.2536382536383,7.22866780628618,0.0187780597306266,0.0187780597306266,NA,"Axl",1
